surface,kind,location,route,current_title,content_purpose,target_user,accurate,duplicated,outdated,too_detailed,unclear,needed_in_current_workflow,belongs_in,recommended_action,source_words,source_lines,dialog_markers,tooltip_markers,notification_markers,empty_state_markers,loading_state_markers,claim_markers
application,route,apps/app/app/agents/developer/webhooks/page.tsx,/agents/developer/webhooks,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/agents/documentation/page.tsx,/agents/documentation,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/agents/enterprise/approvals/page.tsx,/agents/enterprise/approvals,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/agents/enterprise/compliance/page.tsx,/agents/enterprise/compliance,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/agents/enterprise/continuity/page.tsx,/agents/enterprise/continuity,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/agents/enterprise/data-products/page.tsx,/agents/enterprise/data-products,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/agents/enterprise/extensions/page.tsx,/agents/enterprise/extensions,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/agents/enterprise/model-governance/page.tsx,/agents/enterprise/model-governance,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/agents/enterprise/objectives/page.tsx,/agents/enterprise/objectives,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/agents/enterprise/overview/page.tsx,/agents/enterprise/overview,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/agents/enterprise/page.tsx,/agents/enterprise,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/agents/enterprise/plans/[planId]/page.tsx,/agents/enterprise/plans/[planId],Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,37,9,0,0,0,0,0,0
application,route,apps/app/app/agents/enterprise/plans/page.tsx,/agents/enterprise/plans,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/agents/enterprise/risks/page.tsx,/agents/enterprise/risks,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,component,apps/app/app/agents/error.tsx,,Error,Reusable content for Error,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,98,34,0,0,0,0,0,0
application,route,apps/app/app/agents/incidents/page.tsx,/agents/incidents,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/agents/intelligence/contracts/page.tsx,/agents/intelligence/contracts,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/agents/intelligence/digital-twin/page.tsx,/agents/intelligence/digital-twin,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/agents/intelligence/forecasts/[forecastId]/page.tsx,/agents/intelligence/forecasts/[forecastId],Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,33,11,0,0,0,0,0,0
application,route,apps/app/app/agents/intelligence/forecasts/page.tsx,/agents/intelligence/forecasts,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/agents/intelligence/knowledge/page.tsx,/agents/intelligence/knowledge,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/agents/intelligence/lineage/page.tsx,/agents/intelligence/lineage,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/agents/intelligence/page.tsx,/agents/intelligence,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/agents/intelligence/plans/[planId]/page.tsx,/agents/intelligence/plans/[planId],Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,33,11,0,0,0,0,0,0
application,route,apps/app/app/agents/intelligence/plans/page.tsx,/agents/intelligence/plans,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/agents/intelligence/simulations/[simulationId]/page.tsx,/agents/intelligence/simulations/[simulationId],Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,33,11,0,0,0,0,0,0
application,route,apps/app/app/agents/intelligence/simulations/page.tsx,/agents/intelligence/simulations,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,layout,apps/app/app/agents/layout.tsx,/agents,Layout,"Shared navigation, metadata, or layout content",Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,47,15,0,0,0,0,0,0
application,component,apps/app/app/agents/loading.tsx,,Loading,Reusable content for Loading,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,96,28,0,0,0,0,8,0
application,route,apps/app/app/agents/marketplace/page.tsx,/agents/marketplace,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/agents/onboarding/page.tsx,/agents/onboarding,Page,Primary content for Page,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/agents/page.tsx,/agents,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,13,6,0,0,0,0,0,0
application,route,apps/app/app/agents/platform/environments/page.tsx,/agents/platform/environments,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/agents/platform/quality/page.tsx,/agents/platform/quality,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/agents/platform/releases/page.tsx,/agents/platform/releases,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/agents/support/[caseId]/page.tsx,/agents/support/[caseId],Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,37,9,0,0,0,0,0,0
application,route,apps/app/app/agents/support/page.tsx,/agents/support,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/auth/accept-invite/page.tsx,/auth/accept-invite,Page,Primary content for Page,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,21,10,0,0,0,0,0,0
application,route,apps/app/app/auth/auth-code-error/page.tsx,/auth/auth-code-error,Authentication Error,Primary content for Authentication Error,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,97,36,0,0,0,0,0,0
application,content-source,apps/app/app/auth/callback/route.ts,,Route,Reusable content for Route,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,838,291,0,0,0,0,0,0
application,route,apps/app/app/auth/forgot-password/page.tsx,/auth/forgot-password,Page,Primary content for Page,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,36,13,0,0,0,0,0,0
application,route,apps/app/app/auth/login/page.tsx,/auth/login,Page,Primary content for Page,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,148,45,0,0,0,0,0,0
application,route,apps/app/app/auth/reset-password/page.tsx,/auth/reset-password,Page,Primary content for Page,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,36,13,0,0,0,0,0,0
application,route,apps/app/app/auth/signup/page.tsx,/auth/signup,Page,Primary content for Page,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,36,11,0,0,0,0,0,0
application,component,apps/app/app/error.tsx,,Error,Reusable content for Error,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,129,43,0,0,0,0,0,0
application,component,apps/app/app/global-error.tsx,,Global Error,Reusable content for Global Error,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,133,60,0,0,0,0,0,0
application,layout,apps/app/app/layout.tsx,/,Layout,"Shared navigation, metadata, or layout content",Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,SHORTEN,123,46,0,0,0,0,0,0
application,route,apps/app/app/onboarding/complete/page.tsx,/onboarding/complete,Page,Primary content for Page,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/onboarding/connect/[connector]/page.tsx,/onboarding/connect/[connector],Page,Primary content for Page,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/onboarding/connect/[connector]/select/page.tsx,/onboarding/connect/[connector]/select,Page,Primary content for Page,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/onboarding/data-source/page.tsx,/onboarding/data-source,Page,Primary content for Page,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/onboarding/importing/page.tsx,/onboarding/importing,Page,Primary content for Page,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,layout,apps/app/app/onboarding/layout.tsx,/onboarding,Layout,"Shared navigation, metadata, or layout content",New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,39,15,0,0,0,0,0,0
application,route,apps/app/app/onboarding/organization/page.tsx,/onboarding/organization,Page,Primary content for Page,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/onboarding/welcome/page.tsx,/onboarding/welcome,Page,Primary content for Page,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/organizations/[id]/edit/page.tsx,/organizations/[id]/edit,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,34,13,0,0,0,0,0,0
application,layout,apps/app/app/organizations/layout.tsx,/organizations,Layout,"Shared navigation, metadata, or layout content",Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,14,8,0,0,0,0,0,0
application,route,apps/app/app/organizations/new/page.tsx,/organizations/new,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,13,6,0,0,0,0,0,0
application,route,apps/app/app/organizations/page.tsx,/organizations,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,29,12,0,0,0,0,0,0
application,route,apps/app/app/page.tsx,/,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,50,17,0,0,0,0,0,0
application,route,apps/app/app/workspace/activity/page.tsx,/workspace/activity,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/workspace/analytics/page.tsx,/workspace/analytics,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/workspace/billing/checkout/page.tsx,/workspace/billing/checkout,Page,Primary content for Page,Workspace owners and billing administrators,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,39,16,0,0,0,0,2,0
application,route,apps/app/app/workspace/billing/success/page.tsx,/workspace/billing/success,Page,Primary content for Page,Workspace owners and billing administrators,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,39,19,0,0,0,0,2,0
application,route,apps/app/app/workspace/connections/[id]/cdc-setup/page.tsx,/workspace/connections/[id]/cdc-setup,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,37,11,0,0,0,0,0,0
application,route,apps/app/app/workspace/connections/[id]/edit/page.tsx,/workspace/connections/[id]/edit,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/workspace/connections/[id]/page.tsx,/workspace/connections/[id],Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/workspace/connections/new/[type]/page.tsx,/workspace/connections/new/[type],Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/workspace/connections/new/page.tsx,/workspace/connections/new,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/workspace/connections/page.tsx,/workspace/connections,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/workspace/data-pipelines/[id]/builder/page.tsx,/workspace/data-pipelines/[id]/builder,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,136,37,0,0,0,0,0,0
application,route,apps/app/app/workspace/data-pipelines/[id]/destinations/[destinationId]/page.tsx,/workspace/data-pipelines/[id]/destinations/[destinationId],Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/workspace/data-pipelines/[id]/edit/page.tsx,/workspace/data-pipelines/[id]/edit,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/workspace/data-pipelines/[id]/page.tsx,/workspace/data-pipelines/[id],Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/workspace/data-pipelines/[id]/transformations/[transformationId]/page.tsx,/workspace/data-pipelines/[id]/transformations/[transformationId],Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/workspace/data-pipelines/new/page.tsx,/workspace/data-pipelines/new,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/workspace/data-pipelines/page.tsx,/workspace/data-pipelines,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/workspace/data-sources/[id]/page.tsx,/workspace/data-sources/[id],Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,37,13,0,0,0,0,0,0
application,route,apps/app/app/workspace/data-sources/[id]/query/page.tsx,/workspace/data-sources/[id]/query,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/workspace/data-sources/[id]/query/view/page.tsx,/workspace/data-sources/[id]/query/view,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/workspace/data-sources/new/page.tsx,/workspace/data-sources/new,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,13,6,0,0,0,0,0,0
application,route,apps/app/app/workspace/data-sources/page.tsx,/workspace/data-sources,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,13,6,0,0,0,0,0,0
application,route,apps/app/app/workspace/datasets/[id]/page.tsx,/workspace/datasets/[id],Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,layout,apps/app/app/workspace/layout.tsx,/workspace,Layout,"Shared navigation, metadata, or layout content",Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,37,16,0,0,0,0,0,0
application,route,apps/app/app/workspace/notifications/page.tsx,/workspace/notifications,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/workspace/page.tsx,/workspace,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,13,6,0,0,0,0,0,0
application,route,apps/app/app/workspace/settings/page.tsx,/workspace/settings,Page,Primary content for Page,Workspace owners and administrators,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/workspace/simulations/page.tsx,/workspace/simulations,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,13,6,0,0,0,0,0,0
application,route,apps/app/app/workspace/simulations/runs/[runId]/page.tsx,/workspace/simulations/runs/[runId],Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,36,13,0,0,0,0,0,0
application,route,apps/app/app/workspace/simulations/runs/page.tsx,/workspace/simulations/runs,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,16,6,0,0,0,0,0,0
application,route,apps/app/app/workspace/simulations/saved-tests/page.tsx,/workspace/simulations/saved-tests,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,16,6,0,0,0,0,0,0
application,route,apps/app/app/workspace/simulations/scenarios/page.tsx,/workspace/simulations/scenarios,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,16,6,0,0,0,0,0,0
application,route,apps/app/app/workspace/team/[id]/edit/page.tsx,/workspace/team/[id]/edit,Page,Primary content for Page,Workspace owners and administrators,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,37,13,0,0,0,0,0,0
application,route,apps/app/app/workspace/team/invite/page.tsx,/workspace/team/invite,Page,Primary content for Page,Workspace owners and administrators,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,route,apps/app/app/workspace/team/page.tsx,/workspace/team,Page,Primary content for Page,Workspace owners and administrators,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,15,6,0,0,0,0,0,0
application,component,apps/app/components/ai-elements/message.tsx,,Message,Reusable content for Message,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,59,23,0,0,0,0,0,0
application,component,apps/app/components/ai-elements/reasoning.tsx,,Reasoning,Reusable content for Reasoning,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,470,185,0,0,0,0,0,0
application,component,apps/app/components/ai-elements/shimmer.tsx,,Shimmer,Reusable content for Shimmer,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,138,65,0,0,0,0,0,1
application,component,apps/app/components/auth-page.tsx,,Auth Page,Reusable content for Auth Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,124,50,0,0,0,0,0,0
application,tooltip,apps/app/components/custom-sidebar-trigger.tsx,,Custom Sidebar Trigger,Contextual tooltip content,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,63,22,0,1,0,0,0,0
application,content-source,apps/app/lib/actions/dataset.ts,,Dataset,Reusable content for Dataset,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,263,83,0,0,0,0,0,0
application,content-source,apps/app/lib/actions/onboarding.ts,,Onboarding,Reusable content for Onboarding,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,449,149,0,0,0,0,0,0
application,content-source,apps/app/lib/actions/team.ts,,Team,Reusable content for Team,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,1183,370,0,0,0,0,0,0
