surface,kind,location,route,current_title,content_purpose,target_user,accurate,duplicated,outdated,too_detailed,unclear,needed_in_current_workflow,belongs_in,recommended_action,source_words,source_lines,dialog_markers,tooltip_markers,notification_markers,empty_state_markers,loading_state_markers,claim_markers
application,route,apps/app/app/workspace/data-sources/[id]/query/view/page.tsx,/workspace/data-sources/[id]/query/view,Query Results,Primary content for Query Results,Authenticated MantrixFlow users,Unverified,See duplicate-content.csv,Possible,Likely,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,1839,553,0,0,6,1,5,0
application,route,apps/app/app/workspace/data-sources/new/page.tsx,/workspace/data-sources/new,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,32,15,0,0,0,0,0,0
application,route,apps/app/app/workspace/data-sources/page.tsx,/workspace/data-sources,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,13,6,0,0,0,0,0,0
application,route,apps/app/app/workspace/datasets/[id]/page.tsx,/workspace/datasets/[id],Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,877,368,0,0,5,0,1,0
application,layout,apps/app/app/workspace/layout.tsx,/workspace,Layout,"Shared navigation, metadata, or layout content",Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,459,150,0,0,0,0,4,0
application,route,apps/app/app/workspace/notifications/page.tsx,/workspace/notifications,Page,Primary content for Page,Authenticated MantrixFlow users,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,997,391,0,0,0,1,3,0
application,route,apps/app/app/workspace/page.tsx,/workspace,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Likely,Review in context,Yes or contextual,application,KEEP AND IMPROVE,2071,844,0,0,0,1,5,1
application,component,apps/app/app/workspace/settings/_components/integrations-catalog.tsx,,Integrations Catalog,Reusable content for Integrations Catalog,Workspace owners and administrators,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,452,167,0,0,0,0,0,0
application,component,apps/app/app/workspace/settings/_components/notification-settings-tab.tsx,,Notification Settings Tab,Reusable content for Notification Settings Tab,Workspace owners and administrators,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,222,89,0,0,2,0,2,1
application,component,apps/app/app/workspace/settings/_components/profile-settings-tab.tsx,,Profile Settings Tab,Reusable content for Profile Settings Tab,Workspace owners and administrators,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,474,220,0,0,0,0,1,0
application,component,apps/app/app/workspace/settings/_components/security-settings-tab.tsx,,Security Settings Tab,Reusable content for Security Settings Tab,Workspace owners and administrators,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,170,71,0,0,0,0,0,0
application,content-source,apps/app/app/workspace/settings/_components/settings-billing-config.ts,,Settings Billing Config,Reusable content for Settings Billing Config,Workspace owners and administrators,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,229,79,0,0,0,0,0,2
application,component,apps/app/app/workspace/settings/_components/settings-ui.tsx,,Settings Ui,Reusable content for Settings Ui,Workspace owners and administrators,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,718,293,0,0,0,0,0,0
application,route,apps/app/app/workspace/settings/page.tsx,/workspace/settings,Page,Primary content for Page,Workspace owners and administrators,Unverified,See duplicate-content.csv,Possible,Likely,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,4865,1887,6,0,29,3,12,3
application,route,apps/app/app/workspace/team/[id]/edit/page.tsx,/workspace/team/[id]/edit,Page,Primary content for Page,Workspace owners and administrators,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,1093,435,0,0,0,0,2,0
application,dialog,apps/app/app/workspace/team/_components/edit-team-member-dialog.tsx,,Edit Team Member Dialog,"Contextual dialog, sheet, or confirmation content",Workspace owners and administrators,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,SHORTEN,359,145,3,0,0,0,1,0
application,dialog,apps/app/app/workspace/team/_components/invite-team-member-dialog.tsx,,Invite Team Member Dialog,"Contextual dialog, sheet, or confirmation content",Workspace owners and administrators,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,375,159,3,0,0,0,1,0
application,route,apps/app/app/workspace/team/invite/page.tsx,/workspace/team/invite,Page,Primary content for Page,Workspace owners and administrators,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,SHORTEN,58,22,0,0,0,0,0,0
application,route,apps/app/app/workspace/team/page.tsx,/workspace/team,Page,Primary content for Page,Workspace owners and administrators,Unverified,See duplicate-content.csv,Possible,Likely,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,2030,784,0,0,1,1,7,0
application,component,apps/app/components/auth/accept-invite-form.tsx,,Invalid Invite Link,Reusable content for Invalid Invite Link,New or returning workspace users,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,1086,384,0,0,9,2,1,0
application,component,apps/app/components/auth/auth-page-shell.tsx,,Auth Page Shell,Reusable content for Auth Page Shell,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,78,30,0,0,0,0,0,0
application,component,apps/app/components/auth/auth-provider.tsx,,Auth Provider,Reusable content for Auth Provider,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,96,36,0,0,0,0,0,0
application,dialog,apps/app/components/auth/change-password-modal.tsx,,Change Password Modal,"Contextual dialog, sheet, or confirmation content",New or returning workspace users,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,399,192,3,0,2,0,1,0
application,component,apps/app/components/auth/forgot-password-form.tsx,,Forgot Password Form,Reusable content for Forgot Password Form,New or returning workspace users,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,287,122,0,0,2,0,1,0
application,component,apps/app/components/auth/login-form.tsx,,Login Form,Reusable content for Login Form,New or returning workspace users,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,1036,363,0,0,6,0,1,0
application,component,apps/app/components/auth/reset-password-form.tsx,,Invalid Reset Link,Reusable content for Invalid Reset Link,New or returning workspace users,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,712,282,0,0,6,1,1,0
application,component,apps/app/components/auth/signup-form.tsx,,Signup Form,Reusable content for Signup Form,New or returning workspace users,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,778,339,0,0,4,0,1,0
application,dialog,apps/app/components/billing/plan-limit-dialog.tsx,,Plan Limit Dialog,"Contextual dialog, sheet, or confirmation content",Workspace owners and billing administrators,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,245,101,3,0,0,0,0,1
application,component,apps/app/components/billingsdk/invoice-history.tsx,,Invoice History,Reusable content for Invoice History,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,295,119,0,0,0,1,0,0
application,component,apps/app/components/billingsdk/trial-expiry-card.tsx,,Trial Expiry Card,Reusable content for Trial Expiry Card,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,155,55,0,0,0,0,0,0
application,component,apps/app/components/billingsdk/update-plan-card.tsx,,Update Plan Card,Reusable content for Update Plan Card,Authenticated MantrixFlow users,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,685,243,0,0,0,0,0,4
application,component,apps/app/components/billingsdk/usage-meter-circle.tsx,,Usage Meter Circle,Reusable content for Usage Meter Circle,Authenticated MantrixFlow users,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,374,138,0,0,0,0,0,4
application,tooltip,apps/app/components/charts/chart-bar-interactive.tsx,,Chart Bar Interactive,Contextual tooltip content,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,367,141,0,0,0,0,0,0
application,tooltip,apps/app/components/charts/chart-bar-multiple.tsx,,Chart Bar Multiple,Contextual tooltip content,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,212,81,0,0,0,0,0,0
application,tooltip,apps/app/components/charts/chart-line-label-custom.tsx,,Chart Line Label Custom,Contextual tooltip content,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,262,124,0,0,0,0,0,0
application,tooltip,apps/app/components/charts/chart-pie-donut-text.tsx,,Chart Pie Donut Text,Contextual tooltip content,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,297,130,0,0,0,0,0,0
application,tooltip,apps/app/components/charts/chart-pie-label.tsx,,Chart Pie Label,Contextual tooltip content,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,222,86,0,0,0,0,0,0
application,component,apps/app/components/connections/connection-card.tsx,,Connection Card,Reusable content for Connection Card,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,564,193,0,0,0,0,0,0
application,component,apps/app/components/connections/connection-wizard.tsx,,Connection — )},Reusable content for Connection — )},Authenticated MantrixFlow users,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,1111,393,0,0,0,0,0,0
application,tooltip,apps/app/components/connections/database-type-grid.tsx,,Database Type Grid,Contextual tooltip content,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,262,95,0,1,0,0,0,0
application,component,apps/app/components/connections/role-toggle.tsx,,Role Toggle,Reusable content for Role Toggle,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,126,57,0,0,0,0,0,0
application,component,apps/app/components/data-pipelines/data-preview-table.tsx,,Data Preview Table,Reusable content for Data Preview Table,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,611,228,0,0,0,1,4,0
application,component,apps/app/components/data-pipelines/destination-badge-group.tsx,,Destination Badge Group,Reusable content for Destination Badge Group,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,177,64,0,0,0,0,0,0
application,component,apps/app/components/data-pipelines/destination-transformation-navigator.tsx,,Destination Transformation Navigator,Reusable content for Destination Transformation Navigator,Authenticated MantrixFlow users,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,659,249,0,0,0,0,0,0
application,dialog,apps/app/components/data-pipelines/destinations-drawer.tsx,,Destinations Drawer,"Contextual dialog, sheet, or confirmation content",Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,SHORTEN,462,187,3,0,0,0,0,0
application,component,apps/app/components/data-pipelines/incoming-data-tree-view.tsx,,Incoming Data Tree View,Reusable content for Incoming Data Tree View,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,483,159,0,0,0,0,0,0
application,component,apps/app/components/data-pipelines/pipeline-run-tracker.tsx,,Pipeline Run Tracker,Reusable content for Pipeline Run Tracker,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,857,337,0,0,0,0,2,0
application,component,apps/app/components/data-pipelines/python-script-editor.tsx,,Python Script Editor,Reusable content for Python Script Editor,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,533,205,0,0,0,0,0,0
application,component,apps/app/components/data-pipelines/schedule-editor.tsx,,Schedule Editor,Reusable content for Schedule Editor,Authenticated MantrixFlow users,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,465,180,0,0,0,0,0,0
application,component,apps/app/components/data-pipelines/schema-view.tsx,,Schema View,Reusable content for Schema View,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,449,196,0,0,0,1,4,0
application,component,apps/app/components/data-sources/add-connector-content.tsx,,Add Connector Content,Reusable content for Add Connector Content,Authenticated MantrixFlow users,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,834,316,0,0,1,1,0,1
application,dialog,apps/app/components/data-sources/connection-sheet.tsx,,Connection Sheet,"Contextual dialog, sheet, or confirmation content",Authenticated MantrixFlow users,Unverified,See duplicate-content.csv,Possible,Likely,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,1482,579,3,0,5,0,2,0
application,component,apps/app/components/data-sources/connector-icon.tsx,,Connector Icon,Reusable content for Connector Icon,Authenticated MantrixFlow users,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,531,244,0,0,0,0,0,0
application,content-source,apps/app/components/data-sources/constants.ts,,Constants,Reusable content for Constants,Authenticated MantrixFlow users,Unverified,See duplicate-content.csv,Possible,Likely,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,2546,1194,0,0,0,0,0,0
application,component,apps/app/components/data-sources/data-source-card-skeleton.tsx,,Data Source Card Skeleton,Reusable content for Data Source Card Skeleton,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,158,51,0,0,0,0,12,0
application,component,apps/app/components/data-sources/data-source-card.tsx,,Data Source Card,Reusable content for Data Source Card,Authenticated MantrixFlow users,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,342,130,0,0,0,0,0,1
application,component,apps/app/components/data-sources/data-source-detail.tsx,,Data Source Detail,Reusable content for Data Source Detail,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,360,146,0,0,0,0,0,0
application,component,apps/app/components/data-sources/data-source-grid.tsx,,Data Source Grid,Reusable content for Data Source Grid,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,134,49,0,0,0,0,0,0
application,dialog,apps/app/components/data-sources/data-source-preview-dialog.tsx,,Data Source Preview Dialog,"Contextual dialog, sheet, or confirmation content",Authenticated MantrixFlow users,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,575,228,3,0,0,1,4,0
application,component,apps/app/components/data-sources/enhanced-result-viewer.tsx,,Enhanced Result Viewer,Reusable content for Enhanced Result Viewer,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,775,278,0,0,0,1,0,0
application,component,apps/app/components/data-sources/saas-source-preview.tsx,,Saas Source Preview,Reusable content for Saas Source Preview,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Likely,Review in context,Yes or contextual,application,KEEP AND IMPROVE,1956,825,0,0,0,2,3,0
application,component,apps/app/components/data-sources/schema-table-navigation.tsx,,Schema Table Navigation,Reusable content for Schema Table Navigation,Authenticated MantrixFlow users,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,775,272,0,0,0,1,3,0
application,component,apps/app/components/data-sources/source-configuration-panel.tsx,,Source Configuration Panel,Reusable content for Source Configuration Panel,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,453,167,0,0,2,1,3,0
application,component,apps/app/components/data-sources/sql-editor.tsx,,Sql Editor,Reusable content for Sql Editor,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,115,58,0,0,0,0,0,0
application,component,apps/app/components/data-sources/sql-result-viewer.tsx,,Sql Result Viewer,Reusable content for Sql Result Viewer,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,57,21,0,0,0,0,0,0
application,component,apps/app/components/data-sources/table-data-view.tsx,,Table Data View,Reusable content for Table Data View,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,140,61,0,0,0,0,0,0
application,component,apps/app/components/data-sources/table-list-view.tsx,,Table List View,Reusable content for Table List View,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,SHORTEN,341,143,0,0,2,1,0,0
application,component,apps/app/components/data-sources/table-navigation.tsx,,Table Navigation,Reusable content for Table Navigation,Authenticated MantrixFlow users,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,245,104,0,0,0,0,0,0
application,component,apps/app/components/data-sources/utils.tsx,,Utils,Reusable content for Utils,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,44,17,0,0,0,0,0,0
application,component,apps/app/components/datasets/dataset-column-selector.tsx,,Dataset Column Selector,Reusable content for Dataset Column Selector,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,595,279,0,0,0,0,0,1
application,component,apps/app/components/datasets/existing-datasets-columns.tsx,,Existing Datasets Columns,Reusable content for Existing Datasets Columns,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,387,160,0,0,0,0,0,0
application,component,apps/app/components/datasets/existing-datasets-table.tsx,,Existing Datasets Table,Reusable content for Existing Datasets Table,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,199,92,0,0,0,1,0,0
application,component,apps/app/components/explorer/e2e-postgres-sql-panel.tsx,,E2e Postgres Sql Panel,Reusable content for E2e Postgres Sql Panel,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,277,95,0,0,2,0,0,2
application,component,apps/app/components/explorer/explorer-data-panel.tsx,,Explorer Data Panel,Reusable content for Explorer Data Panel,Authenticated MantrixFlow users,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,762,290,0,0,0,1,0,0
application,component,apps/app/components/explorer/explorer-main-view.tsx,,Explorer Main View,Reusable content for Explorer Main View,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,242,98,0,0,0,0,0,0
application,component,apps/app/components/explorer/explorer-query-result-panel.tsx,,Explorer Query Result Panel,Reusable content for Explorer Query Result Panel,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,619,224,0,0,0,0,0,0
application,component,apps/app/components/explorer/explorer-run-interceptor.tsx,,Explorer Run Interceptor,Reusable content for Explorer Run Interceptor,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,314,145,0,0,0,0,0,0
application,content-source,apps/app/components/explorer/explorer-store.ts,,Explorer Store,Reusable content for Explorer Store,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,245,111,0,0,0,0,0,0
application,component,apps/app/components/explorer/sqlrooms-explorer-panel.tsx,,Sqlrooms Explorer Panel,Reusable content for Sqlrooms Explorer Panel,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,107,35,0,0,0,0,1,0
application,component,apps/app/components/features/auth/components/auth-error-display.tsx,,Auth Error Display,Reusable content for Auth Error Display,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,110,35,0,0,0,0,0,0
application,component,apps/app/components/features/auth/components/auth-form-header.tsx,,Auth Form Header,Reusable content for Auth Form Header,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,105,33,0,0,0,0,0,0
application,component,apps/app/components/features/auth/components/oauth-buttons.tsx,,Oauth Buttons,Reusable content for Oauth Buttons,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,263,102,0,0,0,0,0,0
application,component,apps/app/components/logo.tsx,,Logo,Reusable content for Logo,Authenticated MantrixFlow users,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,115,40,0,0,0,0,0,0
application,component,apps/app/components/pipeline/RunStatusBadge.tsx,,RunStatusBadge,Reusable content for RunStatusBadge,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,136,32,0,0,0,0,0,0
application,component,apps/app/components/pipeline/SyncModeBadge.tsx,,SyncModeBadge,Reusable content for SyncModeBadge,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,70,26,0,0,0,0,0,0
application,component,apps/app/components/product-tour/product-tour-provider.tsx,,Product Tour Provider,Reusable content for Product Tour Provider,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Likely,Review in context,Yes or contextual,application,KEEP AND IMPROVE,1925,728,0,0,0,0,2,1
application,component,apps/app/components/providers/posthog-identify.tsx,,Posthog Identify,Reusable content for Posthog Identify,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,192,57,0,0,0,0,0,0
application,component,apps/app/components/providers/posthog-provider.tsx,,Posthog Provider,Reusable content for Posthog Provider,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,121,44,0,0,0,0,0,0
application,component,apps/app/components/shared/StatusIndicator.tsx,,StatusIndicator,Reusable content for StatusIndicator,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,447,174,0,0,0,0,0,0
application,component,apps/app/components/shared/action-status-badge.tsx,,Action Status Badge,Reusable content for Action Status Badge,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,124,43,0,0,0,0,0,0
application,dialog,apps/app/components/shared/confirmation-modal.tsx,,Confirmation Modal,"Contextual dialog, sheet, or confirmation content",Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,SHORTEN,753,248,3,0,0,0,3,0
application,component,apps/app/components/shared/data-display/timestamp.tsx,,Timestamp,Reusable content for Timestamp,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,309,99,0,0,0,0,0,0
application,component,apps/app/components/shared/data-table/data-table-column-header.tsx,,Data Table Column Header,Reusable content for Data Table Column Header,Authenticated MantrixFlow users,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,168,66,0,0,0,0,0,0
application,component,apps/app/components/shared/data-table/data-table-content.tsx,,Data Table Content,Reusable content for Data Table Content,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,341,166,0,0,0,2,0,1
application,component,apps/app/components/shared/data-table/data-table-empty-state.tsx,,Data Table Empty State,Reusable content for Data Table Empty State,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,44,21,0,0,0,3,0,0
application,component,apps/app/components/shared/data-table/data-table-pagination.tsx,,Data Table Pagination,Reusable content for Data Table Pagination,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,243,98,0,0,0,0,0,1
application,component,apps/app/components/shared/data-table/data-table-search.tsx,,Data Table Search,Reusable content for Data Table Search,Authenticated MantrixFlow users,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,64,33,0,0,0,0,0,0
application,component,apps/app/components/shared/data-table/data-table-toolbar.tsx,,Data Table Toolbar,Reusable content for Data Table Toolbar,Authenticated MantrixFlow users,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,89,43,0,0,0,0,0,0
application,component,apps/app/components/shared/data-table/data-table-view-options.tsx,,Data Table View Options,Reusable content for Data Table View Options,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,128,65,0,0,0,0,0,0
application,component,apps/app/components/shared/data-table/data-table.tsx,,Data Table,Reusable content for Data Table,Authenticated MantrixFlow users,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,950,406,0,0,0,3,4,0
